43,49,57,40,13,23,47,25,17,77,68,31,60,34,19,11,17,8,17,12,24,40,39,28,24,22,34,35,31,11,25,37,22,64,16,50,34,12,24,14,19,25,65,18,14,23,7,9,35,26,20,17,55,66,60,35,27,21,46,56,8,17,15,34,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.084,48.949,56.627,40.684,11.086,19.91,54.198,22.326,12.992,86.043,68.771,28.545,64.232,33.13,17.193,9.5388,14.966,7.5236,16.12,8.7151,22.84,40.176,38.021,28.664,22.043,22.821,32.757,36.914,32.002,11.223,22.277,36.671,19.643,66.549,14.458,51.815,33.27,10.675,21.267,13.669,20.477,24.192,71.85,16.523,14.006,24.145,5.6423,8.7657,34.849,23.408,15.883,15.616,58.126,74.368,61.104,32.965,27.792,19.214,48.015,52.832,7.9687,16.709,14.983,33.685,13.171,0.002663,0.0059419,0.006977,0.016134,0.0027158,0.0022531,0.0048405,0.0019943,0.024074,0.65002,2.3596,0.36152,0.15585,0.060226,0.081043,0.034607,0.012473,0.0010912,0.0053494,0.0084542,0.02356,0.010691,0.0064856,0.0018486,0.0016365,0.0023132,0.0022207,0.0022152,0.0019701,0.00055666,0.0025699,0.000584,0.00068836,0.003169,0.00013565,0.00099191,0.0013173,0.00011557,0.00035055,0.0003316,0.00043008,0.00077236,0.0013394,0.0023086,0.0023604,0.0080527,0.0056484,0.016364,0.32251,1.2953,0.060449,0.040775,0.61133,0.18298,0.033225,0.035608,0.094394,0.40366,2.1201,0.49494,1.1014e-05,0.0021438,0.00036766,0.0027276,0.10555,0.056713,0.39485,2.5335,0.37299,0.091839,0.22156,1.8225,0.33178,0.00047908,0.0068192,0.013075,0.00818,0.063369,0.062269,0.0141,0.0015975,0.002342,0.00042618,0.0055409,0.015564,0.057654,0.32928,0.070216,0.0093764,0.01993,0.0021448,0.0033181,0.0066572,0.013172,0.0035517,0.035251,0.00128,0.0010314,0.0045404,0.00011055,0.00085357,0.00016874,0.00014619,0.00047192,0.00025532,0.0024762,0.003627,0.0096047,0.0026959,0.00069563,0.0039327,0.00048853,0.00027397,0.0008919,0.000264,0.00089461,0.00068011,0.00090045,0.0014594,0.0017901,0.0011358,0.00020191,8.6883e-05,0.000318,0.0014896,0.00010864,0.00012028,0.00018744,0.00081038,0.00021994
44.928,47.874,55.788,40.886,10.328,19.06,56.133,21.64,11.683,88.813,68.505,27.722,66.575,32.302,16.245,8.989,13.798,7.2676,15.317,7.5789,21.786,39.59,37.013,28.751,20.979,23.186,32.069,37.918,32.356,11.371,20.52,36.306,18.921,68.674,13.465,52.562,32.991,9.6996,19.785,13.278,21.06,24.51,75.573,15.636,13.863,24.197,5.205,8.3797,33.77,22.187,14.705,14.608,59.426,78.478,62.133,32.489,28.061,18.588,48.064,50.269,7.9316,16.49,14.903,33.366,12.57,0.011061,0.021129,0.032696,0.070184,0.008694,0.0085831,0.022471,0.0069733,0.10282,1.981,3.1718,0.65808,0.52395,0.1663,0.1745,0.089194,0.053555,0.0048724,0.022694,0.021119,0.065271,0.036434,0.02543,0.0090015,0.0061999,0.0068682,0.0064477,0.0072938,0.0073016,0.0017247,0.0077821,0.0029471,0.002283,0.0101,0.00056639,0.0035732,0.0033418,0.00060757,0.0014456,0.0015592,0.0019513,0.0025779,0.0073386,0.0063972,0.0076014,0.026722,0.01609,0.042908,0.51343,0.93874,0.12147,0.10349,1.1909,0.6552,0.16942,0.13258,0.25582,0.67951,2.6049,1.2036,7.1412e-05,0.0042251,0.001385,0.0091277,0.18161,0.1809,0.9734,3.3801,0.84178,0.18807,0.38648,2.0893,0.52267,0.002745,0.039652,0.061223,0.036245,0.26304,0.18733,0.043438,0.0065722,0.0079574,0.0023684,0.02026,0.040792,0.14853,0.6289,0.17951,0.035094,0.052096,0.0089482,0.0094491,0.021757,0.038172,0.0104,0.08543,0.0051662,0.0042135,0.017559,0.00052722,0.0028405,0.00097289,0.00075879,0.0022255,0.0015198,0.0088238,0.010824,0.031753,0.010465,0.0033574,0.013357,0.0012895,0.0010131,0.0028758,0.0010715,0.0019262,0.0017548,0.0031829,0.0059532,0.0061618,0.0028889,0.00095044,0.00042911,0.0016118,0.0043283,0.0005412,0.00059369,0.00073191,0.0022575,0.00084719
45.506,46.538,54.447,40.614,9.9391,18.618,56.16,21.314,11.155,87.964,67.361,27.247,67.408,31.566,15.668,8.6834,13.082,7.1096,14.696,7.1015,20.985,38.768,36.066,28.563,20.34,23.303,31.699,38.42,32.471,11.438,19.379,36.119,18.771,70.371,12.805,52.777,32.842,9.0324,18.896,12.934,21.332,24.931,77.833,15.034,13.629,23.859,4.9866,8.0444,32.563,21.491,14.333,13.94,59.749,80.339,62.957,32.491,28.106,18.197,47.182,47.854,7.8911,16.304,14.792,33.037,12.13,0.031933,0.056,0.10193,0.19557,0.020664,0.022487,0.066068,0.018443,0.27682,4.6917,4.6591,1.0506,1.2526,0.3428,0.30782,0.19461,0.14555,0.01424,0.063212,0.043465,0.13534,0.088686,0.068671,0.027623,0.016775,0.01734,0.014886,0.019157,0.019151,0.0041761,0.01753,0.0088002,0.0058088,0.026135,0.0013976,0.0088766,0.0069292,0.0017467,0.0037495,0.004081,0.0054136,0.0068936,0.023891,0.013642,0.016276,0.056042,0.028112,0.069826,0.66518,0.80911,0.21568,0.17561,1.9162,1.6122,0.53194,0.32656,0.49507,0.96573,3.4383,2.2256,0.00025145,0.0067029,0.0030554,0.020533,0.25748,0.42014,1.7765,4.6463,1.4808,0.31028,0.58868,2.6578,0.71015,0.0096441,0.14453,0.19061,0.10366,0.71314,0.39248,0.095526,0.016718,0.019671,0.0068293,0.045579,0.074462,0.27692,0.9759,0.33254,0.081433,0.098793,0.023535,0.021718,0.051169,0.07893,0.021078,0.14632,0.014584,0.010921,0.049889,0.0014075,0.007019,0.0030478,0.0021504,0.0063458,0.0045937,0.020966,0.025048,0.081281,0.023186,0.0087108,0.029024,0.0027543,0.0023824,0.006751,0.0027286,0.0037313,0.0036101,0.0086127,0.017112,0.015746,0.0062667,0.0026583,0.0012558,0.0046742,0.0095477,0.0014699,0.0016054,0.0017187,0.0047505,0.0019876
45.75,44.972,52.463,39.805,9.6322,18.177,55.231,20.955,10.715,83.578,64.878,26.594,66.608,30.773,15.184,8.3777,12.535,6.9885,14.195,6.8226,20.314,37.801,35.155,28.237,19.896,23.276,31.5,38.628,32.462,11.453,18.595,36.083,18.806,71.676,12.353,52.712,32.705,8.5837,18.325,12.653,21.457,25.249,79.253,14.583,13.358,23.378,4.8268,7.7627,31.453,20.975,14.129,13.465,59.311,80.434,63.292,32.506,27.979,17.751,45.652,45.303,7.8484,16.133,14.666,32.697,11.777,0.078916,0.13019,0.26038,0.45097,0.043976,0.050843,0.1595,0.042859,0.62623,9.8723,7.2856,1.6952,2.6193,0.64671,0.5277,0.39861,0.33268,0.034467,0.14778,0.084531,0.25615,0.18911,0.15876,0.069406,0.039158,0.040449,0.031897,0.045338,0.043876,0.0091254,0.035128,0.021809,0.013401,0.062763,0.002879,0.018997,0.013435,0.0039987,0.008351,0.0085426,0.012537,0.016492,0.063832,0.025591,0.029184,0.097638,0.041564,0.097618,0.83795,0.85023,0.37903,0.26856,3.0029,3.43,1.3505,0.69291,0.85185,1.3401,4.69,3.6725,0.00069001,0.010089,0.0055661,0.039226,0.35828,0.85021,2.8795,6.4625,2.3832,0.47832,0.86901,3.5391,0.95533,0.02753,0.41612,0.48499,0.24388,1.5996,0.71432,0.18277,0.036539,0.041918,0.01511,0.08498,0.12058,0.45945,1.4277,0.54398,0.15497,0.1658,0.050299,0.045136,0.10337,0.14255,0.037229,0.22334,0.035052,0.024266,0.1236,0.0030066,0.015264,0.0074558,0.0048639,0.014902,0.010602,0.041861,0.051553,0.18598,0.041823,0.017661,0.052967,0.0051516,0.0046989,0.013684,0.0059236,0.0071143,0.0068333,0.02053,0.042204,0.035721,0.013006,0.0061398,0.002975,0.01081,0.018649,0.0031234,0.0034167,0.0033489,0.0089381,0.0039486
45.539,43.038,49.636,38.306,9.2917,17.621,53.594,20.456,10.04,74.791,60.268,25.4,63.677,29.696,14.595,7.933,11.954,6.8688,13.717,6.5794,19.618,36.635,34.201,27.816,19.522,23.15,31.376,38.636,32.351,11.432,17.997,36.121,18.881,72.586,12.03,52.487,32.54,8.2782,17.935,12.424,21.49,25.439,80.06,14.216,13.082,22.846,4.6874,7.5176,30.439,20.464,13.862,13.068,57.986,78.509,62.678,32.244,27.63,17.145,43.497,42.404,7.8038,15.968,14.531,32.342,11.448,0.17801,0.27888,0.58635,0.93555,0.088228,0.10619,0.34495,0.09171,1.267,18.733,11.716,2.7929,5.0546,1.177,0.9044,0.76853,0.68359,0.074421,0.31062,0.15872,0.46744,0.37643,0.33496,0.15524,0.083671,0.088139,0.065684,0.09982,0.093051,0.018792,0.0663,0.049423,0.02926,0.14408,0.0054949,0.037624,0.02512,0.008184,0.017414,0.016167,0.026613,0.036832,0.15395,0.044773,0.048026,0.15681,0.058277,0.13108,1.0897,1.0614,0.66779,0.4085,4.7641,6.7347,3.0369,1.3701,1.3973,1.8621,6.4675,5.6605,0.0016531,0.015107,0.0093341,0.068926,0.51182,1.586,4.3755,8.9593,3.6608,0.7118,1.2599,4.7997,1.2978,0.068178,1.008,1.0776,0.51023,3.1839,1.2104,0.32566,0.074325,0.082583,0.029192,0.14499,0.18596,0.72252,2.0417,0.83775,0.26602,0.26215,0.095612,0.087819,0.19116,0.24054,0.06175,0.32643,0.076901,0.050085,0.28243,0.0057538,0.030761,0.015995,0.0098816,0.031662,0.021442,0.076666,0.099513,0.39788,0.068735,0.031656,0.08858,0.0088655,0.0084189,0.02552,0.011898,0.013405,0.012369,0.045067,0.094457,0.07565,0.026246,0.012882,0.0062505,0.022023,0.033754,0.005836,0.0064259,0.0059451,0.015824,0.007304
44.678,40.559,45.771,35.892,8.8532,16.885,51.241,19.769,8.9588,61.492,52.847,23.337,57.969,28.071,13.734,7.2543,11.185,6.7242,13.166,6.2959,18.746,35.151,33.087,27.282,19.136,22.929,31.251,38.464,32.122,11.376,17.474,36.147,18.927,73.023,11.787,52.154,32.335,8.0618,17.643,12.228,21.445,25.496,80.266,13.892,12.808,22.291,4.5563,7.2921,29.427,19.83,13.393,12.657,55.409,73.871,60.414,31.418,26.953,16.319,40.665,39.001,7.7569,15.804,14.39,31.966,11.08,0.37496,0.56,1.1994,1.7949,0.16859,0.20948,0.69192,0.18436,2.2955,31.441,18.474,4.5639,9.057,2.0732,1.5227,1.3643,1.2707,0.1461,0.59497,0.28443,0.82711,0.71202,0.65638,0.31827,0.16673,0.17951,0.1306,0.20662,0.18557,0.03703,0.12039,0.10593,0.061196,0.31862,0.010106,0.071079,0.045767,0.015635,0.035115,0.029313,0.053802,0.078393,0.34805,0.075553,0.076174,0.24431,0.081807,0.17824,1.4956,1.4914,1.1681,0.63721,7.647,12.393,6.2518,2.5859,2.2426,2.5862,8.8805,8.2865,0.0036212,0.0229,0.015108,0.11552,0.7548,2.7894,6.3549,12.216,5.4226,1.0302,1.7944,6.5256,1.7725,0.1478,2.0734,2.1268,0.97217,5.7323,1.9538,0.55293,0.14169,0.15343,0.052082,0.23569,0.27969,1.1007,2.8795,1.2467,0.42998,0.40061,0.16891,0.16309,0.33412,0.39075,0.099291,0.46875,0.1592,0.099028,0.61044,0.01035,0.058812,0.031671,0.01895,0.063468,0.040462,0.13432,0.18521,0.81282,0.10792,0.053048,0.14102,0.014486,0.014225,0.045184,0.022747,0.024774,0.021717,0.092503,0.19463,0.1514,0.051333,0.025432,0.012088,0.041159,0.057631,0.010108,0.011235,0.0099885,0.026938,0.013019
42.91,37.383,40.774,32.373,8.271,15.909,48.068,18.842,7.4866,45.958,42.893,20.254,49.282,25.669,12.491,6.3342,10.166,6.535,12.473,5.9288,17.564,33.205,31.685,26.58,18.673,22.593,31.052,38.082,31.73,11.279,16.945,36.067,18.895,72.781,11.591,51.731,32.083,7.8959,17.385,12.044,21.314,25.394,79.696,13.578,12.533,21.704,4.4247,7.0673,28.278,18.941,12.6,12.143,51.093,65.819,55.643,29.69,25.791,15.229,37.11,35.018,7.7065,15.637,14.243,31.561,10.605,0.74088,1.0559,2.2479,3.1876,0.30479,0.39107,1.3,0.35,3.6673,45.802,27.196,7.0944,14.843,3.4687,2.4368,2.1732,2.1113,0.26017,1.0317,0.47622,1.3962,1.2752,1.1923,0.60165,0.31028,0.3401,0.24923,0.40241,0.34837,0.069968,0.21106,0.21694,0.1228,0.67863,0.018142,0.12976,0.081458,0.028367,0.069207,0.052354,0.10505,0.16018,0.748,0.12487,0.11952,0.37769,0.11771,0.25107,2.1596,2.2314,1.9872,1.0125,12.17,21.186,11.821,4.6512,3.5406,3.5596,11.996,11.585,0.0073845,0.035282,0.024115,0.18799,1.1355,4.6611,8.8676,16.176,7.719,1.4481,2.5012,8.7888,2.4115,0.27848,3.6202,3.715,1.6848,9.3048,3.007,0.89387,0.24856,0.26661,0.087845,0.36959,0.41163,1.6303,4.0004,1.8095,0.66794,0.59778,0.28387,0.29257,0.56177,0.6197,0.15703,0.66606,0.31628,0.19005,1.2622,0.017898,0.10801,0.059355,0.035103,0.12251,0.073509,0.22989,0.33692,1.6008,0.16534,0.085527,0.21767,0.022888,0.023134,0.07708,0.041662,0.044258,0.037083,0.17714,0.36682,0.28408,0.096094,0.047719,0.021864,0.071824,0.093433,0.016679,0.018724,0.016169,0.044562,0.02256
39.959,33.444,34.787,27.779,7.5208,14.646,43.982,17.628,5.8614,31.893,32.113,16.403,38.604,22.448,10.877,5.288,8.9587,6.2909,11.615,5.4623,16,30.682,29.886,25.645,18.075,22.104,30.694,37.417,31.109,11.124,16.344,35.757,18.724,71.465,11.419,51.207,31.772,7.7502,17.099,11.846,21.064,25.07,77.946,13.245,12.243,21.059,4.2822,6.8208,26.829,17.665,11.397,11.445,44.745,54.5,47.836,26.762,23.972,13.854,32.873,30.505,7.6507,15.462,14.089,31.11,9.9592,1.3683,1.8593,3.8557,5.1887,0.5157,0.68648,2.2834,0.62552,5.143,58.338,36.282,10.141,21.858,5.3854,3.6076,3.074,3.1174,0.41928,1.6122,0.73426,2.2051,2.1402,1.997,1.0481,0.53828,0.59737,0.45374,0.73674,0.61586,0.12657,0.35574,0.42561,0.23651,1.3874,0.031833,0.23009,0.14151,0.049562,0.13339,0.092912,0.19861,0.3144,1.5314,0.20259,0.18718,0.58121,0.17368,0.36587,3.208,3.3868,3.2035,1.5971,18.636,33.019,20.257,7.8496,5.459,4.8092,15.788,15.482,0.014105,0.054961,0.038231,0.29947,1.7065,7.3931,11.871,20.573,10.457,1.9666,3.3926,11.601,3.2348,0.45719,5.4671,5.736,2.6344,13.513,4.3723,1.3611,0.39609,0.42829,0.14119,0.55839,0.58916,2.3335,5.4401,2.5631,1.0056,0.87324,0.45927,0.51058,0.91722,0.96527,0.24576,0.93534,0.60784,0.35573,2.504,0.030077,0.19196,0.10674,0.063515,0.22975,0.1305,0.38804,0.60196,3.0446,0.2493,0.13465,0.32837,0.035303,0.036602,0.12718,0.072718,0.074937,0.061233,0.31255,0.62288,0.49013,0.1689,0.084808,0.037197,0.1179,0.14405,0.026613,0.030127,0.02544,0.072005,0.037833
35.668,28.848,28.268,22.515,6.6134,13.088,39.014,16.101,4.3846,21.468,22.596,12.426,27.988,18.671,9.0489,4.2809,7.7095,5.9926,10.624,4.9075,14.084,27.56,27.641,24.419,17.292,21.417,30.072,36.358,30.17,10.885,15.622,35.039,18.325,68.438,11.254,50.548,31.384,7.597,16.712,11.599,20.635,24.413,74.372,12.862,11.916,20.314,4.1169,6.5282,24.943,15.935,9.819,10.515,36.75,41.588,37.633,22.633,21.397,12.209,28.122,25.654,7.5865,15.273,13.924,30.592,9.0998,2.3449,3.0368,6.0353,7.6786,0.81018,1.1245,3.7275,1.0459,6.4364,67.099,43.894,13.168,28.823,7.6505,4.8917,3.907,4.1353,0.61653,2.287,1.0424,3.2218,3.3393,3.0845,1.6855,0.87209,0.97539,0.78724,1.2693,1.0297,0.21924,0.57351,0.79989,0.43747,2.7017,0.054442,0.39704,0.23972,0.084645,0.25015,0.16327,0.36263,0.59104,2.969,0.3213,0.29156,0.88261,0.25866,0.54117,4.7482,5.0103,4.7819,2.427,26.673,46.274,30.933,12.181,8.0948,6.3205,20.09,19.764,0.02531,0.085608,0.060113,0.46783,2.5004,11.064,15.184,24.934,13.356,2.5635,4.4461,14.858,4.236,0.66795,7.4139,7.9386,3.7159,17.618,5.9505,1.9343,0.57604,0.63616,0.21697,0.80948,0.81307,3.1987,7.1814,3.5281,1.4698,1.2471,0.71934,0.86971,1.4603,1.4786,0.38104,1.2917,1.1311,0.64834,4.7417,0.049375,0.33158,0.18564,0.11267,0.41885,0.22733,0.64691,1.0535,5.5574,0.37059,0.20839,0.48526,0.053336,0.056538,0.2022,0.11963,0.11801,0.096765,0.50093,0.94372,0.76225,0.27308,0.14125,0.059598,0.18251,0.21111,0.041385,0.047102,0.039057,0.1139,0.060688
30.183,23.897,21.891,17.265,5.6029,11.295,33.406,14.291,3.2236,14.582,15.408,8.954,19.223,14.816,7.2291,3.4209,6.5467,5.6451,9.5549,4.2943,11.957,23.96,24.986,22.872,16.288,20.486,29.05,34.769,28.803,10.525,14.74,33.672,17.577,62.921,11.08,49.692,30.883,7.4054,16.133,11.257,19.938,23.265,68.222,12.395,11.524,19.427,3.9176,6.169,22.579,13.819,8.0524,9.371,28.298,29.573,27.021,17.806,18.16,10.369,23.159,20.779,7.5103,15.064,13.744,29.981,8.0417,3.7038,4.5841,8.6365,10.352,1.1798,1.7117,5.6365,1.6291,7.3965,72.287,49.196,15.683,34.571,9.953,6.1134,4.5736,5.0375,0.84102,2.9931,1.3763,4.3543,4.8368,4.419,2.5187,1.3268,1.4922,1.3054,2.0643,1.638,0.36416,0.88162,1.4359,0.77502,4.9407,0.090573,0.66732,0.396,0.14246,0.45211,0.28117,0.6363,1.0574,5.3807,0.49544,0.44714,1.307,0.38029,0.79157,6.7972,7.0234,6.5372,3.477,35.113,58.531,41.908,17.152,11.354,8.0213,24.602,24.106,0.042841,0.13169,0.093268,0.71541,3.4965,15.502,18.505,28.735,16.042,3.1921,5.5947,18.32,5.3683,0.89492,9.3715,10.098,4.79,21.016,7.5672,2.5634,0.77743,0.88355,0.31998,1.1243,1.0752,4.1716,9.1321,4.6954,2.083,1.7364,1.0933,1.4454,2.2674,2.2231,0.58383,1.7441,2.0265,1.1413,8.4541,0.079441,0.55807,0.31367,0.19549,0.73707,0.38701,1.0597,1.7884,9.5959,0.54223,0.31745,0.70178,0.078873,0.085174,0.30771,0.1838,0.17135,0.14499,0.72601,1.2851,1.0622,0.40119,0.21809,0.089913,0.26679,0.29417,0.062936,0.071818,0.058613,0.17641,0.092066
24.053,19.016,16.269,12.655,4.5726,9.3946,27.589,12.299,2.3855,10.209,10.46,6.2804,12.883,11.332,5.5982,2.7327,5.5294,5.2515,8.4572,3.6612,9.8107,20.137,22.033,21.007,15.044,19.268,27.465,32.514,26.9,10.003,13.684,31.39,16.35,54.47,10.88,48.549,30.222,7.1406,15.267,10.768,18.871,21.475,59.144,11.814,11.037,18.365,3.6779,5.7356,19.842,11.528,6.347,8.0979,20.742,20.121,18.057,13.105,14.595,8.4627,18.355,16.226,7.4177,14.828,13.542,29.242,6.8652,5.3768,6.4088,11.4,12.877,1.5997,2.4226,7.9072,2.3624,8.0244,74.941,52.384,17.49,38.7,12.011,7.1478,5.0572,5.7684,1.0839,3.6811,1.7123,5.4895,6.5306,5.9244,3.5281,1.9078,2.1591,2.0723,3.1788,2.4877,0.58003,1.2911,2.4415,1.3031,8.3123,0.14658,1.0924,0.63807,0.23523,0.77637,0.46794,1.0648,1.7803,8.9488,0.73948,0.66815,1.8701,0.54161,1.1197,9.2353,9.2124,8.2243,4.6577,42.632,68.178,51.177,21.958,14.91,9.7851,28.96,28.157,0.06875,0.19812,0.14199,1.0676,4.612,20.231,21.493,31.621,18.224,3.7931,6.7362,21.662,6.546,1.1298,11.331,12.105,5.7623,23.553,9.0559,3.1906,0.9916,1.1637,0.45487,1.4983,1.3594,5.1697,11.135,6.0196,2.8572,2.3504,1.6127,2.3312,3.4212,3.263,0.87829,2.2909,3.4508,1.9122,13.896,0.12556,0.91576,0.51582,0.32874,1.2349,0.63669,1.6859,2.8966,15.348,0.77799,0.47473,0.99077,0.11382,0.12474,0.44611,0.26331,0.2306,0.20531,0.96224,1.6093,1.3462,0.53748,0.31093,0.12783,0.3691,0.39068,0.093638,0.10704,0.086085,0.26731,0.13144
